lot_id,date,hour,day_of_week,is_weekend,is_festival,weather_condition,avg_price,bookings_count,total_slots,occupancy_pct
P115,2025-12-17,20,Wednesday,False,False,clear,25.49,1,77,1.3
P115,2025-12-18,18,Thursday,False,False,fog,23.97,1,77,1.3
P115,2025-12-23,9,Tuesday,False,False,clear,24.5,1,77,1.3
P115,2025-12-23,17,Tuesday,False,False,cloudy,19.33,1,77,1.3
P115,2025-12-24,6,Wednesday,False,False,clear,20.58,1,77,1.3
P115,2025-12-27,18,Saturday,True,False,cloudy,28.14,1,77,1.3
P115,2025-12-28,6,Sunday,True,False,cloudy,22.9,2,77,2.6
P115,2025-12-29,20,Monday,False,False,clear,24.72,1,77,1.3
P115,2025-12-31,8,Wednesday,False,False,rain,25.34,1,77,1.3
P115,2025-12-31,17,Wednesday,False,False,cloudy,20.54,1,77,1.3
P115,2025-12-31,19,Wednesday,False,False,cloudy,23.66,1,77,1.3
P115,2026-01-01,12,Thursday,False,False,fog,20.39,1,77,1.3
P115,2026-01-02,16,Friday,False,False,clear,21.18,1,77,1.3
P115,2026-01-02,21,Friday,False,False,clear,20.75,1,77,1.3
P115,2026-01-04,17,Sunday,True,False,fog,23.04,1,77,1.3
P115,2026-01-04,19,Sunday,True,False,clear,28.03,1,77,1.3
P115,2026-01-05,11,Monday,False,False,clear,20.45,1,77,1.3
P115,2026-01-05,21,Monday,False,False,clear,20.12,1,77,1.3
P115,2026-01-06,7,Tuesday,False,False,clear,20.47,1,77,1.3
P115,2026-01-07,11,Wednesday,False,False,clear,20.54,1,77,1.3
P115,2026-01-08,13,Thursday,False,False,clear,20.13,1,77,1.3
P115,2026-01-09,11,Friday,False,False,clear,19.56,1,77,1.3
P115,2026-01-10,14,Saturday,True,False,clear,24.14,1,77,1.3
P115,2026-01-11,6,Sunday,True,False,rain,26.03,1,77,1.3
P115,2026-01-12,10,Monday,False,False,clear,20.99,1,77,1.3
P115,2026-01-13,10,Tuesday,False,False,clear,20.1,1,77,1.3
P115,2026-01-14,11,Wednesday,False,True,rain,29.3,1,77,1.3
P115,2026-01-17,7,Saturday,True,False,rain,26.27,1,77,1.3
P115,2026-01-17,14,Saturday,True,False,clear,22.97,1,77,1.3
P115,2026-01-17,17,Saturday,True,False,clear,23.42,1,77,1.3
P115,2026-01-17,18,Saturday,True,False,clear,26.11,1,77,1.3
P115,2026-01-19,2,Monday,False,False,clear,20.3,1,77,1.3
P115,2026-01-20,18,Tuesday,False,False,fog,24.5,1,77,1.3
P115,2026-01-20,21,Tuesday,False,False,rain,21.66,1,77,1.3
P115,2026-01-21,12,Wednesday,False,False,cloudy,21.25,1,77,1.3
P115,2026-01-21,20,Wednesday,False,False,cloudy,24.82,1,77,1.3
P115,2026-01-23,1,Friday,False,False,rain,22.36,1,77,1.3
P115,2026-01-24,4,Saturday,True,False,clear,22.95,1,77,1.3
P115,2026-01-24,9,Saturday,True,False,haze,26.74,1,77,1.3
P115,2026-01-25,12,Sunday,True,False,haze,23.33,1,77,1.3
P115,2026-01-27,9,Tuesday,False,False,haze,25.41,1,77,1.3
P115,2026-01-27,11,Tuesday,False,False,clear,19.52,1,77,1.3
P115,2026-01-27,22,Tuesday,False,False,cloudy,19.48,1,77,1.3
P115,2026-01-28,19,Wednesday,False,False,clear,24.58,2,77,2.6
P132,2025-10-01,21,Wednesday,False,False,cloudy,22.24,1,72,1.4
P132,2025-10-02,5,Thursday,False,False,clear,22.86,1,72,1.4
P132,2025-10-02,6,Thursday,False,False,clear,24.21,1,72,1.4
P132,2025-10-03,19,Friday,False,False,clear,28.42,1,72,1.4
P132,2025-10-03,21,Friday,False,False,rain,24.77,1,72,1.4
P132,2025-10-04,20,Saturday,True,False,clear,30.77,1,72,1.4
P132,2025-10-05,18,Sunday,True,False,fog,32.54,1,72,1.4
P132,2025-10-07,7,Tuesday,False,False,rain,24.36,1,72,1.4
P132,2025-10-07,19,Tuesday,False,False,clear,27.98,1,72,1.4
P132,2025-10-08,8,Wednesday,False,False,clear,26.66,1,72,1.4
P132,2025-10-08,12,Wednesday,False,False,rain,24.67,1,72,1.4
P132,2025-10-08,13,Wednesday,False,False,rain,26.31,1,72,1.4
P132,2025-10-10,2,Friday,False,False,clear,24.19,1,72,1.4
P132,2025-10-11,10,Saturday,True,False,clear,27.09,1,72,1.4
P132,2025-10-11,14,Saturday,True,False,clear,27.29,1,72,1.4
P132,2025-10-12,17,Sunday,True,False,haze,25.65,1,72,1.4
P132,2025-10-13,13,Monday,False,False,clear,24.01,1,72,1.4
P132,2025-10-14,7,Tuesday,False,False,rain,25.94,1,72,1.4
P132,2025-10-15,7,Wednesday,False,False,clear,22.84,1,72,1.4
P132,2025-10-15,17,Wednesday,False,False,fog,23.44,1,72,1.4
P132,2025-10-16,10,Thursday,False,False,rain,25.4,1,72,1.4
P132,2025-10-16,11,Thursday,False,False,clear,22.42,1,72,1.4
P132,2025-10-16,16,Thursday,False,False,clear,23.69,1,72,1.4
P132,2025-10-17,13,Friday,False,False,clear,24.22,1,72,1.4
P132,2025-10-17,18,Friday,False,False,clear,28.02,1,72,1.4
P132,2025-10-17,20,Friday,False,False,cloudy,28.92,1,72,1.4
P132,2025-10-18,8,Saturday,True,False,cloudy,31.45,1,72,1.4
P132,2025-10-18,15,Saturday,True,False,cloudy,25.53,1,72,1.4
P132,2025-10-19,10,Sunday,True,False,clear,26.46,1,72,1.4
P132,2025-10-21,7,Tuesday,False,True,clear,31.78,1,72,1.4
P132,2025-10-21,14,Tuesday,False,True,rain,34.19,1,72,1.4
P132,2025-10-21,16,Tuesday,False,True,rain,34.36,1,72,1.4
P132,2025-10-22,16,Wednesday,False,False,clear,22.82,1,72,1.4
P132,2025-10-23,15,Thursday,False,False,clear,24.09,1,72,1.4
P132,2025-10-23,17,Thursday,False,False,rain,24.37,1,72,1.4
P132,2025-10-24,1,Friday,False,False,rain,26.3,1,72,1.4
P132,2025-10-25,11,Saturday,True,False,cloudy,25.27,1,72,1.4
P132,2025-10-26,6,Sunday,True,False,clear,26.15,1,72,1.4
P132,2025-10-26,21,Sunday,True,False,clear,25.36,1,72,1.4
P132,2025-10-27,20,Monday,False,False,clear,27.47,1,72,1.4
P132,2025-10-28,9,Tuesday,False,False,clear,26.42,1,72,1.4
P132,2025-10-28,14,Tuesday,False,False,cloudy,23.47,1,72,1.4
P132,2025-10-30,17,Thursday,False,False,clear,23.05,1,72,1.4
P132,2025-10-31,18,Friday,False,False,rain,30.32,1,72,1.4
P132,2025-11-02,17,Sunday,True,False,fog,27.09,1,72,1.4
P132,2025-11-03,19,Monday,False,False,clear,26.78,1,72,1.4
P132,2025-11-04,3,Tuesday,False,False,clear,23.88,1,72,1.4
P132,2025-11-04,13,Tuesday,False,False,fog,24.09,1,72,1.4
P132,2025-11-05,12,Wednesday,False,False,clear,23.88,1,72,1.4
P132,2025-11-05,20,Wednesday,False,False,clear,27.5,2,72,2.8
P132,2025-11-07,17,Friday,False,False,clear,24.78,2,72,2.8
P132,2025-11-07,19,Friday,False,False,clear,27.9,1,72,1.4
P132,2025-11-08,12,Saturday,True,False,clear,25.66,1,72,1.4
P132,2025-11-08,13,Saturday,True,False,clear,26.83,1,72,1.4
P132,2025-11-08,17,Saturday,True,False,clear,25.93,1,72,1.4
P132,2025-11-11,16,Tuesday,False,False,fog,23.25,1,72,1.4
P132,2025-11-13,10,Thursday,False,False,rain,26.44,1,72,1.4
P132,2025-11-13,17,Thursday,False,False,clear,23.69,1,72,1.4
P132,2025-11-15,12,Saturday,True,False,rain,27.63,1,72,1.4
P132,2025-11-15,17,Saturday,True,False,clear,25.78,2,72,2.8
P132,2025-11-16,8,Sunday,True,False,rain,33.03,1,72,1.4
P132,2025-11-17,8,Monday,False,False,fog,27.46,1,72,1.4
P132,2025-11-18,16,Tuesday,False,False,haze,22.59,1,72,1.4
P132,2025-11-18,21,Tuesday,False,False,fog,23.62,1,72,1.4
P132,2025-11-19,17,Wednesday,False,False,cloudy,23.99,1,72,1.4
P132,2025-11-20,10,Thursday,False,False,clear,22.14,1,72,1.4
P132,2025-11-20,19,Thursday,False,False,fog,26.73,1,72,1.4
P132,2025-11-21,18,Friday,False,False,rain,30.61,1,72,1.4
P132,2025-11-24,16,Monday,False,False,rain,24.11,1,72,1.4
P132,2025-11-25,20,Tuesday,False,False,clear,27.07,1,72,1.4
P132,2025-11-26,18,Wednesday,False,False,rain,29.79,1,72,1.4
P132,2025-11-27,8,Thursday,False,False,clear,26.34,1,72,1.4
P132,2025-11-27,14,Thursday,False,False,clear,23.39,1,72,1.4
P132,2025-11-27,21,Thursday,False,False,cloudy,22.6,1,72,1.4
P132,2025-11-28,9,Friday,False,False,fog,27.76,1,72,1.4
P132,2025-12-01,16,Monday,False,False,rain,24.23,1,72,1.4
P132,2025-12-02,9,Tuesday,False,False,fog,27.96,1,72,1.4
P132,2025-12-02,19,Tuesday,False,False,clear,28.01,1,72,1.4
P132,2025-12-03,7,Wednesday,False,False,clear,22.81,1,72,1.4
P132,2025-12-03,10,Wednesday,False,False,clear,24.08,1,72,1.4
P132,2025-12-03,18,Wednesday,False,False,rain,28.88,1,72,1.4
P132,2025-12-03,20,Wednesday,False,False,cloudy,26.7,1,72,1.4
P132,2025-12-06,11,Saturday,True,False,clear,25.33,1,72,1.4
P132,2025-12-07,15,Sunday,True,False,clear,26.36,1,72,1.4
P132,2025-12-07,22,Sunday,True,False,clear,27.67,1,72,1.4
P132,2025-12-08,5,Monday,False,False,rain,25.06,1,72,1.4
P132,2025-12-08,17,Monday,False,False,clear,23.07,1,72,1.4
P132,2025-12-09,6,Tuesday,False,False,clear,23.68,1,72,1.4
P132,2025-12-09,8,Tuesday,False,False,clear,29.06,1,72,1.4
P132,2025-12-10,9,Wednesday,False,False,rain,29.46,1,72,1.4
P132,2025-12-10,15,Wednesday,False,False,clear,22.05,1,72,1.4
P132,2025-12-10,18,Wednesday,False,False,fog,27.06,1,72,1.4
P132,2025-12-10,20,Wednesday,False,False,clear,28.09,1,72,1.4
P132,2025-12-11,19,Thursday,False,False,clear,28.92,1,72,1.4
P132,2025-12-12,16,Friday,False,False,fog,23.27,1,72,1.4
P132,2025-12-15,12,Monday,False,False,fog,22.04,1,72,1.4
P132,2025-12-15,18,Monday,False,False,clear,27.22,1,72,1.4
P132,2025-12-16,3,Tuesday,False,False,clear,22.13,1,72,1.4
P132,2025-12-16,6,Tuesday,False,False,clear,22.82,1,72,1.4
P132,2025-12-16,11,Tuesday,False,False,clear,22.88,1,72,1.4
P132,2025-12-16,14,Tuesday,False,False,clear,23.06,2,72,2.8
P132,2025-12-16,15,Tuesday,False,False,rain,26.16,1,72,1.4
P132,2025-12-17,10,Wednesday,False,False,clear,22.47,1,72,1.4
P132,2025-12-17,12,Wednesday,False,False,fog,22.09,1,72,1.4
P132,2025-12-17,16,Wednesday,False,False,clear,22.94,1,72,1.4
P132,2025-12-19,8,Friday,False,False,fog,27.1,2,72,2.8
P132,2025-12-20,17,Saturday,True,False,clear,25.51,1,72,1.4
P132,2025-12-21,17,Sunday,True,False,cloudy,25.54,1,72,1.4
P132,2025-12-21,20,Sunday,True,False,clear,30.76,1,72,1.4
P132,2025-12-22,8,Monday,False,False,clear,27.84,1,72,1.4
P132,2025-12-22,18,Monday,False,False,clear,27.66,1,72,1.4
P132,2025-12-23,13,Tuesday,False,False,fog,23.61,1,72,1.4
P132,2025-12-23,18,Tuesday,False,False,cloudy,27.16,1,72,1.4
P132,2025-12-24,10,Wednesday,False,False,clear,24.04,1,72,1.4
P132,2025-12-25,9,Thursday,False,True,clear,38.31,1,72,1.4
P132,2025-12-26,13,Friday,False,False,clear,22.16,1,72,1.4
P132,2025-12-26,21,Friday,False,False,clear,23.56,1,72,1.4
P132,2025-12-28,18,Sunday,True,False,clear,31.83,1,72,1.4
P132,2025-12-28,21,Sunday,True,False,clear,25.99,1,72,1.4
P132,2025-12-29,14,Monday,False,False,clear,22.88,1,72,1.4
P132,2025-12-30,6,Tuesday,False,False,rain,26.59,1,72,1.4
P132,2025-12-30,16,Tuesday,False,False,clear,22.06,1,72,1.4
P132,2025-12-30,17,Tuesday,False,False,clear,23.55,1,72,1.4
P132,2025-12-31,11,Wednesday,False,False,haze,22.16,1,72,1.4
P132,2025-12-31,15,Wednesday,False,False,clear,23.13,1,72,1.4
P132,2025-12-31,17,Wednesday,False,False,clear,23.59,1,72,1.4
P132,2026-01-01,15,Thursday,False,False,clear,22.82,1,72,1.4
P132,2026-01-02,7,Friday,False,False,clear,24.02,1,72,1.4
P132,2026-01-02,13,Friday,False,False,clear,23.85,1,72,1.4
P132,2026-01-03,9,Saturday,True,False,clear,32.29,1,72,1.4
P132,2026-01-03,20,Saturday,True,False,clear,31.77,1,72,1.4
P132,2026-01-04,7,Sunday,True,False,rain,29.1,1,72,1.4
P132,2026-01-05,8,Monday,False,False,clear,28.91,1,72,1.4
P132,2026-01-06,18,Tuesday,False,False,clear,28.26,1,72,1.4
P132,2026-01-06,19,Tuesday,False,False,clear,27.51,1,72,1.4
P132,2026-01-07,15,Wednesday,False,False,rain,26.04,1,72,1.4
P132,2026-01-08,5,Thursday,False,False,clear,21.93,1,72,1.4
P132,2026-01-08,20,Thursday,False,False,rain,28.76,1,72,1.4
P132,2026-01-09,8,Friday,False,False,rain,28.68,1,72,1.4
P132,2026-01-09,21,Friday,False,False,clear,22.57,1,72,1.4
P132,2026-01-11,17,Sunday,True,False,clear,26.14,2,72,2.8
P132,2026-01-14,13,Wednesday,False,True,clear,32.69,1,72,1.4
P132,2026-01-15,23,Thursday,False,False,clear,23.59,1,72,1.4
P132,2026-01-16,8,Friday,False,False,clear,26.98,1,72,1.4
P132,2026-01-16,16,Friday,False,False,clear,23.36,1,72,1.4
P132,2026-01-17,18,Saturday,True,False,clear,30.14,1,72,1.4
P132,2026-01-18,8,Sunday,True,False,clear,29.85,1,72,1.4
P132,2026-01-21,8,Wednesday,False,False,cloudy,26.66,1,72,1.4
P132,2026-01-21,12,Wednesday,False,False,rain,24.67,1,72,1.4
P132,2026-01-21,16,Wednesday,False,False,clear,23.07,1,72,1.4
P132,2026-01-24,9,Saturday,True,False,clear,31.33,1,72,1.4
P132,2026-01-24,21,Saturday,True,False,clear,26.69,1,72,1.4
P132,2026-01-26,14,Monday,False,True,clear,31.02,1,72,1.4
P108,2025-10-01,9,Wednesday,False,False,clear,28.61,1,37,2.7
P108,2025-10-01,18,Wednesday,False,False,clear,30.79,1,37,2.7
P108,2025-10-02,7,Thursday,False,False,clear,25.84,1,37,2.7
P108,2025-10-03,9,Friday,False,False,clear,29.19,1,37,2.7
P108,2025-10-03,20,Friday,False,False,fog,29.15,1,37,2.7
P108,2025-10-05,4,Sunday,True,False,cloudy,27.12,1,37,2.7
P108,2025-10-06,13,Monday,False,False,clear,25.06,1,37,2.7
P108,2025-10-10,8,Friday,False,False,clear,30.2,2,37,5.4
P108,2025-10-10,9,Friday,False,False,fog,30.21,1,37,2.7
P108,2025-10-10,18,Friday,False,False,clear,30.42,2,37,5.4
P108,2025-10-11,7,Saturday,True,False,clear,29.71,1,37,2.7
P108,2025-10-12,18,Sunday,True,False,rain,37.16,1,37,2.7
P108,2025-10-13,7,Monday,False,False,cloudy,24.78,1,37,2.7
P108,2025-10-13,15,Monday,False,False,cloudy,25.75,1,37,2.7
P108,2025-10-13,20,Monday,False,False,cloudy,28.36,1,37,2.7
P108,2025-10-17,1,Friday,False,False,haze,25.55,1,37,2.7
P108,2025-10-18,12,Saturday,True,False,fog,29.3,1,37,2.7
P108,2025-10-18,14,Saturday,True,False,clear,28.7,1,37,2.7
P108,2025-10-18,21,Saturday,True,False,clear,27.01,1,37,2.7
P108,2025-10-20,8,Monday,False,True,clear,39.08,1,37,2.7
P108,2025-10-22,8,Wednesday,False,False,clear,30.28,1,37,2.7
P108,2025-10-22,13,Wednesday,False,False,clear,23.83,1,37,2.7
P108,2025-10-23,15,Thursday,False,False,clear,24.77,1,37,2.7
P108,2025-10-23,16,Thursday,False,False,rain,27.46,1,37,2.7
P108,2025-10-23,17,Thursday,False,False,clear,24.63,1,37,2.7
P108,2025-10-25,19,Saturday,True,False,rain,34.87,1,37,2.7
P108,2025-10-27,7,Monday,False,False,clear,24.0,1,37,2.7
P108,2025-10-27,21,Monday,False,False,fog,25.61,2,37,5.4
P108,2025-10-28,11,Tuesday,False,False,cloudy,25.28,1,37,2.7
P108,2025-10-28,17,Tuesday,False,False,clear,25.44,1,37,2.7
P108,2025-10-29,1,Wednesday,False,False,cloudy,23.88,1,37,2.7
P108,2025-10-29,17,Wednesday,False,False,clear,23.75,1,37,2.7
P108,2025-10-30,16,Thursday,False,False,fog,25.55,1,37,2.7
P108,2025-10-31,8,Friday,False,False,fog,28.63,2,37,5.4
P108,2025-11-01,10,Saturday,True,True,haze,36.92,1,37,2.7
P108,2025-11-01,18,Saturday,True,True,clear,42.02,1,37,2.7
P108,2025-11-02,2,Sunday,True,False,clear,27.75,1,37,2.7
P108,2025-11-02,17,Sunday,True,False,clear,27.75,1,37,2.7
P108,2025-11-03,10,Monday,False,False,cloudy,24.42,1,37,2.7
P108,2025-11-03,20,Monday,False,False,rain,33.53,1,37,2.7
P108,2025-11-04,17,Tuesday,False,False,cloudy,23.98,1,37,2.7
P108,2025-11-04,18,Tuesday,False,False,fog,30.32,1,37,2.7
P108,2025-11-05,12,Wednesday,False,False,clear,25.08,1,37,2.7
P108,2025-11-06,9,Thursday,False,False,rain,32.95,1,37,2.7
P108,2025-11-06,17,Thursday,False,False,rain,26.5,1,37,2.7
P108,2025-11-06,19,Thursday,False,False,rain,30.83,1,37,2.7
P108,2025-11-06,20,Thursday,False,False,rain,31.02,1,37,2.7
P108,2025-11-07,9,Friday,False,False,clear,28.23,1,37,2.7
P108,2025-11-07,22,Friday,False,False,clear,24.57,1,37,2.7
P108,2025-11-08,8,Saturday,True,False,rain,36.76,1,37,2.7
P108,2025-11-09,17,Sunday,True,False,rain,32.23,1,37,2.7
P108,2025-11-09,18,Sunday,True,False,clear,32.11,1,37,2.7
P108,2025-11-11,6,Tuesday,False,False,rain,27.83,1,37,2.7
P108,2025-11-11,10,Tuesday,False,False,clear,25.39,1,37,2.7
P108,2025-11-12,17,Wednesday,False,False,clear,24.25,1,37,2.7
P108,2025-11-13,5,Thursday,False,False,clear,25.78,1,37,2.7
P108,2025-11-13,21,Thursday,False,False,haze,24.22,1,37,2.7
P108,2025-11-14,20,Friday,False,False,rain,31.92,1,37,2.7
P108,2025-11-15,13,Saturday,True,False,clear,28.98,1,37,2.7
P108,2025-11-16,2,Sunday,True,False,clear,28.18,1,37,2.7
P108,2025-11-16,9,Sunday,True,False,fog,33.39,1,37,2.7
P108,2025-11-16,13,Sunday,True,False,clear,29.13,1,37,2.7
P108,2025-11-17,18,Monday,False,False,cloudy,29.8,1,37,2.7
P108,2025-11-17,19,Monday,False,False,rain,32.01,1,37,2.7
P108,2025-11-19,7,Wednesday,False,False,cloudy,25.89,1,37,2.7
P108,2025-11-19,9,Wednesday,False,False,cloudy,28.77,1,37,2.7
P108,2025-11-19,12,Wednesday,False,False,clear,23.64,1,37,2.7
P108,2025-11-20,20,Thursday,False,False,clear,30.21,1,37,2.7
P108,2025-11-23,9,Sunday,True,False,clear,34.94,1,37,2.7
P108,2025-11-23,14,Sunday,True,False,haze,28.14,1,37,2.7
P108,2025-11-25,9,Tuesday,False,False,cloudy,28.41,1,37,2.7
P108,2025-11-26,18,Wednesday,False,False,rain,32.36,1,37,2.7
P108,2025-11-26,21,Wednesday,False,False,cloudy,23.86,2,37,5.4
P108,2025-11-28,13,Friday,False,False,clear,25.86,1,37,2.7
P108,2025-11-30,7,Sunday,True,False,rain,29.93,1,37,2.7
P108,2025-11-30,19,Sunday,True,False,clear,32.42,1,37,2.7
P108,2025-12-01,9,Monday,False,False,clear,29.73,1,37,2.7
P108,2025-12-02,18,Tuesday,False,False,clear,30.25,1,37,2.7
P108,2025-12-03,16,Wednesday,False,False,fog,23.65,1,37,2.7
P108,2025-12-04,4,Thursday,False,False,rain,25.83,1,37,2.7
P108,2025-12-05,9,Friday,False,False,cloudy,29.48,1,37,2.7
P108,2025-12-06,11,Saturday,True,False,rain,31.19,1,37,2.7
P108,2025-12-06,16,Saturday,True,False,fog,29.49,1,37,2.7
P108,2025-12-06,18,Saturday,True,False,clear,33.99,1,37,2.7
P108,2025-12-07,21,Sunday,True,False,clear,28.6,1,37,2.7
P108,2025-12-08,4,Monday,False,False,cloudy,24.57,1,37,2.7
P108,2025-12-08,7,Monday,False,False,clear,24.55,1,37,2.7
P108,2025-12-08,10,Monday,False,False,haze,25.76,1,37,2.7
P108,2025-12-10,3,Wednesday,False,False,fog,25.73,1,37,2.7
P108,2025-12-10,17,Wednesday,False,False,cloudy,25.01,1,37,2.7
P108,2025-12-12,7,Friday,False,False,rain,26.04,1,37,2.7
P108,2025-12-12,8,Friday,False,False,clear,29.62,1,37,2.7
P108,2025-12-13,11,Saturday,True,False,clear,28.0,1,37,2.7
P108,2025-12-13,14,Saturday,True,False,clear,27.29,1,37,2.7
P108,2025-12-13,16,Saturday,True,False,fog,27.3,1,37,2.7
P108,2025-12-15,16,Monday,False,False,rain,25.85,1,37,2.7
P108,2025-12-16,7,Tuesday,False,False,clear,25.04,2,37,5.4
P108,2025-12-16,17,Tuesday,False,False,fog,24.28,1,37,2.7
