id,user_id,slot_id,lot_id,start_time,end_time,day_of_week,is_weekend,is_festival,weather_condition,price_at_booking,status
7522fe7a-4693-4120-97da-80b9c1e818e5,9443a787-02d1-4c19-9ef9-d2058a7453b6,290328c1-3dde-4d53-b17f-3b6156ec7cf8,dccfe102-88f6-4a07-a791-76d919900546,2025-12-13T08:40:00,2025-12-13T11:40:00,Saturday,True,False,cloudy,23.43,completed
1834e33e-c4d7-4272-9366-7a0a6afc517b,db47a8ff-d23c-402d-80e2-d7b9c16fc5d2,cca55950-bae7-454c-b58d-a9898d939d57,53c77199-1104-4a6e-beec-f5175c546c49,2026-01-02T09:51:00,2026-01-02T11:51:00,Friday,False,False,clear,35.44,completed
a4123dd2-cfd2-42d3-a6de-e015612d1b2d,a26479e4-b4df-46bb-9457-c697d859151e,b322508f-8d57-473d-9e50-7f3d9305d1bf,365892af-a36f-4af7-bd9a-d5cf29756b87,2025-10-14T20:16:00,2025-10-14T21:16:00,Tuesday,False,False,clear,54.64,completed
fe99965b-a221-4170-991c-2ea9fb23f7ff,7bd34117-4d1c-414e-bc01-debf09846255,71f7da83-3d3e-40cc-91a0-a9c93b64dcf6,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2025-12-21T18:20:00,2025-12-21T21:20:00,Sunday,True,False,clear,42.41,completed
db7bd968-018b-4d99-ae8a-8441b098e2d9,74a87e80-283e-4e63-b28c-90a677b47451,d2add8d0-923b-4240-ad39-ca670678beb9,78ad0a9f-8291-4b2b-ba25-1ed481f9b863,2025-12-16T12:17:00,2025-12-16T13:17:00,Tuesday,False,False,fog,52.02,completed
3bd5ccf7-f9e1-4346-9bfb-78082ed87a08,88d8a3d6-22f2-4026-b650-c5dbdf9aba0f,d357bd0c-457a-4031-887c-d86cc7f845fa,bc464c1d-5590-438c-acc7-efab360d5bc8,2025-10-23T17:59:00,2025-10-23T19:59:00,Thursday,False,False,fog,34.07,completed
da057d15-be7d-4236-b431-7bb6e1c46ad1,599f005e-1fd0-410a-9bac-eb9a6b9d4d69,c4ad39c5-7083-4d7d-89a2-fbe0d4785143,e53d7ad5-ca44-4488-bcaa-7dfbe0ac8a38,2025-11-29T13:54:00,2025-11-29T14:54:00,Saturday,True,False,clear,55.24,completed
48010b3c-c87e-4480-b30c-fba890cc09f3,e6ebd0ba-e312-4b8a-bf7d-3dfdee5c3d3c,2d3520b3-5b2f-4525-bdd9-08c3e9ef8ec7,08a20e54-8f66-49fb-89d7-59c930d42d9a,2025-10-10T08:04:00,2025-10-10T08:34:00,Friday,False,False,fog,24.26,completed
ad0333d7-b166-4cfe-b85e-56fd28f32177,82fb7949-1329-4cba-a1bd-3b10e49fa04a,21a3e9e1-f4f1-43e7-bc5e-f372a8ace6aa,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2026-01-24T10:38:00,2026-01-24T12:08:00,Saturday,True,False,clear,35.99,cancelled
7a291981-6287-4684-a082-1db86b1e4c09,fef6f349-5174-4165-b8be-df97927e56b8,898314df-51d3-4592-8972-9faa46c6a7c4,d59e8262-1e8f-4602-914e-5551b3174e5b,2026-01-24T14:45:00,2026-01-24T15:45:00,Saturday,True,False,clear,24.93,completed
647078fe-22c5-4323-85c1-e48ac0a1bcb3,0f356d86-c7ff-4da7-a7c5-87fc9f747a13,006afd7a-bafe-4989-ac87-0abfa140a9c7,19c8358a-b82b-4ab4-b5a8-645fd399e303,2025-11-16T09:14:00,2025-11-16T13:14:00,Sunday,True,False,fog,33.39,completed
3d90a99a-42fc-47e7-b341-1d6b6bc24f16,a128c8e3-79bd-470a-9dd9-29e6ea7a5d25,089dd9e2-c90f-4f1c-9df4-2fe720dfe7bc,b0de9982-cba8-443f-aeb0-d390678e9397,2026-01-27T16:44:00,2026-01-27T18:44:00,Tuesday,False,False,clear,34.51,completed
d09128db-602f-4186-b149-1f52391e59b3,072e86f1-123e-4728-8660-0ca9e2253241,94a452d2-2257-4046-8579-5fb9f3b0be9a,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2026-01-11T09:14:00,2026-01-11T10:14:00,Sunday,True,False,clear,41.9,completed
ba7d9977-2b29-4385-bfab-ea7fa603b77d,cf6fa6c2-ef72-4865-869e-2eea08c884a3,476428fe-52d1-4408-b55b-b9bf7bb1db51,08a20e54-8f66-49fb-89d7-59c930d42d9a,2025-10-01T15:16:00,2025-10-01T18:16:00,Wednesday,False,False,rain,22.98,completed
0790b2b6-5071-4c49-82a8-6e7c92246aca,b3c2dba9-c725-4fad-81d3-65ef3b760db5,cdfe5422-02eb-4d6f-b54c-f489abeb236f,53c77199-1104-4a6e-beec-f5175c546c49,2025-12-16T13:26:00,2025-12-16T19:26:00,Tuesday,False,False,clear,30.36,completed
7122b386-2dda-4f87-b292-e960de6fe795,7aa3d495-c307-4efb-b5a1-cb73a753544c,78e0a482-6ba5-43c3-961b-4d4f2e79c239,ee459ce9-6a73-42b2-9e8b-a5e34b05ebf4,2025-10-31T20:48:00,2025-10-31T23:48:00,Friday,False,False,rain,26.81,completed
9db7562d-9a6f-4658-a561-4fa902d47ce8,d338ea08-ef80-4005-809e-6b37e8f6f383,7c806745-d479-4fce-8b2a-2b727c2ba34c,ad0d0b95-98d7-4e45-a170-6e6eb21249e4,2025-10-21T06:33:00,2025-10-21T08:33:00,Tuesday,False,True,fog,27.52,completed
ff77e7a0-03b2-481b-9a97-75140d3adc80,a6fbc3d3-ca09-49e9-b311-cc3073cb59ce,3e358666-4356-4525-8e0d-3a9e3cf00d6f,19c8358a-b82b-4ab4-b5a8-645fd399e303,2026-01-02T12:30:00,2026-01-02T13:00:00,Friday,False,False,clear,25.79,cancelled
6775870f-4801-4563-8940-1a656f879863,c75ee9a0-f7fd-4825-83ec-d40424f06a08,175af95f-6693-4391-a04d-a73639d622e9,42591084-2367-45ae-98c3-6da0eb1bf09c,2025-12-28T04:06:00,2025-12-28T05:06:00,Sunday,True,False,clear,26.4,completed
7d1293d0-adf7-45f3-9741-1041a243b37a,be4f8d63-2ebf-49f7-b3ac-0dad3d81b41b,38790a0e-b563-400d-a016-4493585e4fbc,19c8358a-b82b-4ab4-b5a8-645fd399e303,2026-01-27T14:27:00,2026-01-27T15:27:00,Tuesday,False,False,clear,23.55,completed
7a8075d6-6383-4cd4-baf2-9a303665d84f,02108c92-ad8b-4e39-a390-6cca2612f9bc,e85711d3-7054-4986-a718-7340f1ca4e1d,dccfe102-88f6-4a07-a791-76d919900546,2026-01-11T11:06:00,2026-01-11T11:36:00,Sunday,True,False,cloudy,20.66,completed
bf8b4caa-a781-4000-bf72-c3223911ab93,1c59fc9a-7cf2-48c3-a919-e5be8ae2fd42,7ab9a708-c24a-44c7-9716-57cb29e19d14,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2025-11-23T09:12:00,2025-11-23T10:42:00,Sunday,True,False,clear,40.06,completed
d338c301-0290-4a1d-99fe-42b827427066,444c682b-1715-41a5-a73d-fbadb660d040,8c57544f-6cf4-4e01-8e57-ab925fa4c80b,30c9d6df-abe8-45ab-842f-ab365e631bcd,2025-10-19T07:00:00,2025-10-19T10:00:00,Sunday,True,False,fog,43.78,completed
1c414507-d039-4d3d-a8db-99a0a7b2832b,5b7b16c9-e192-4b33-80f0-b3ac574db510,2aed4298-e4ed-48c6-9fda-3662cb0f09af,d7cfdefe-2859-458d-8bc5-ab840a62418e,2025-10-14T13:30:00,2025-10-14T14:30:00,Tuesday,False,False,clear,39.88,cancelled
d689b29d-e373-4ade-a9fd-226ceca074c9,857902eb-1351-4a17-b66c-d0020a8a460a,76d2491a-1e76-429a-8a2f-1e80e873ecd0,aed763d5-7c54-4ca7-8ac8-259d26fa6d2c,2025-12-06T19:46:00,2025-12-06T20:46:00,Saturday,True,False,rain,73.16,completed
a4d8a935-10ec-460f-931f-34f7e8a34ca8,96751397-583f-47dd-93b4-5631fa45cc03,76206490-0be5-4f0c-9f98-77148cb16c59,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2025-12-11T13:14:00,2025-12-11T15:14:00,Thursday,False,False,clear,29.11,completed
d3b60028-d4e5-44cc-84e2-3f80154bd2eb,f32092ce-bcba-4dd2-94ac-d809bf6de7ba,a08a2cd1-bb59-4f3d-8667-ccf5c55c9e11,7107ee03-6709-40ba-adfa-380007cc77c0,2025-12-29T20:19:00,2025-12-29T20:49:00,Monday,False,False,rain,22.04,completed
a2757abf-3f0a-4de8-876e-23255964c619,0f356d86-c7ff-4da7-a7c5-87fc9f747a13,49e31044-c7c2-4a89-92c7-a03dcd225a75,d7cfdefe-2859-458d-8bc5-ab840a62418e,2026-01-12T07:42:00,2026-01-12T08:12:00,Monday,False,False,clear,38.71,completed
3c4cc2a7-fd3b-419e-920a-7b9537a4e87d,82fb7949-1329-4cba-a1bd-3b10e49fa04a,42fc5281-b9a9-406f-b7ba-f77e9e066bc7,eeb4d423-17f5-4d6c-a6e7-ad79313471a9,2025-10-03T00:55:00,2025-10-03T01:55:00,Friday,False,False,clear,47.87,completed
3044a92e-f819-418d-adcd-dd8b1bce2cab,277f0ed5-2b3d-4a01-a8e9-b3197a833c20,280021a6-ca30-401f-89d3-312c3dcae295,bb8721a8-2bae-4da5-ae71-1d0cfc8a49d3,2025-10-19T16:06:00,2025-10-19T17:06:00,Sunday,True,False,rain,28.89,completed
afd22968-66e5-4bd2-98d4-ec5c040066fc,7fdc66b5-6d75-46cc-b403-5fa62759c37e,c4ad39c5-7083-4d7d-89a2-fbe0d4785143,e53d7ad5-ca44-4488-bcaa-7dfbe0ac8a38,2025-10-28T19:35:00,2025-10-28T20:05:00,Tuesday,False,False,fog,60.49,completed
68f4e80f-89bd-4575-bc90-0fb0876d592e,442a0e97-6b3e-4afc-8ac8-b547aa9b92f5,b71ff636-d127-439f-932c-db3b894f0082,6e3b42ab-8562-41a3-a0d4-c8c989d7baf3,2025-12-03T07:37:00,2025-12-03T10:37:00,Wednesday,False,False,clear,29.59,completed
1b7a251c-4c33-4576-a9d9-d9acb996cf16,5f3be1c1-082f-4f43-92cd-32cd588e15c9,01bea5f3-58d0-488b-be76-bcfd78ca1458,695b7d7d-d6bc-45e4-9ccd-1ab692e481ae,2025-11-04T20:15:00,2025-11-04T21:45:00,Tuesday,False,False,clear,42.03,completed
16947472-0eeb-45fc-9547-36bf6ffc168f,4347d903-a9bb-400e-97ad-572350bb9116,4b44c5ce-0b84-4302-a389-106fce2facce,d6ee3f19-3155-4210-8064-c6121d669156,2026-01-18T10:59:00,2026-01-18T13:59:00,Sunday,True,False,cloudy,30.44,cancelled
06c9e2b3-da31-4356-8bce-2ef6d978bea0,f2ad57fb-f146-444e-9915-1d8aca933720,6d9aa3d3-2aa2-40d8-88e8-991563e408ba,6e3b42ab-8562-41a3-a0d4-c8c989d7baf3,2025-12-05T16:47:00,2025-12-05T17:47:00,Friday,False,False,haze,28.32,completed
fd150e20-2b89-46b7-b332-fd9908112c2d,701ab034-7338-48ac-804d-b83325e68904,277a536a-a2c7-495b-ad72-371d76f5f57b,6e3b42ab-8562-41a3-a0d4-c8c989d7baf3,2025-12-16T06:19:00,2025-12-16T06:49:00,Tuesday,False,False,fog,28.13,completed
c2a90af6-ed8a-4ae2-9859-95dfd484ea7d,79c74820-cccd-4500-ad66-e9f04ff12ad1,c5043553-7b59-4478-bfcd-2724d5444443,08a20e54-8f66-49fb-89d7-59c930d42d9a,2025-11-16T07:01:00,2025-11-16T09:01:00,Sunday,True,False,clear,23.84,completed
8b88337d-467c-46d5-8266-0a7f7d4e76d1,f85ce946-c276-496c-8441-4a6691abc6a7,8f588880-ad25-433e-a502-fadab66d8cfc,30c9d6df-abe8-45ab-842f-ab365e631bcd,2025-11-06T09:44:00,2025-11-06T13:44:00,Thursday,False,False,clear,48.54,completed
cd367e1a-3ad9-4e37-ad2b-6eebacf9dbcb,a26479e4-b4df-46bb-9457-c697d859151e,4944db9a-22aa-40df-be02-2354c17e923b,bb8721a8-2bae-4da5-ae71-1d0cfc8a49d3,2025-10-29T07:07:00,2025-10-29T09:07:00,Wednesday,False,False,clear,22.2,completed
6b278704-498a-4800-9f0d-a19035a706b0,994007a2-e10c-4c44-9459-ba5958180d9a,5d8254d9-1603-4e2c-9ecb-daf901484030,b0de9982-cba8-443f-aeb0-d390678e9397,2026-01-04T23:30:00,2026-01-05T00:00:00,Sunday,True,False,cloudy,38.55,completed
6dab7b4b-f8c2-4842-9351-bbf4fe1b222f,a26479e4-b4df-46bb-9457-c697d859151e,77068036-f3d3-42ff-8d4a-f103a5854979,19c8358a-b82b-4ab4-b5a8-645fd399e303,2025-12-06T16:59:00,2025-12-06T17:59:00,Saturday,True,False,fog,29.49,completed
7364a3d1-fc16-41c0-96e9-00594ce2d31b,be4f8d63-2ebf-49f7-b3ac-0dad3d81b41b,5bf91405-4745-4786-8144-827d73419b44,d59e8262-1e8f-4602-914e-5551b3174e5b,2025-10-11T14:52:00,2025-10-11T16:52:00,Saturday,True,False,clear,23.43,completed
8747d62e-ecd9-47fe-b250-eeaf0e9a80b5,994007a2-e10c-4c44-9459-ba5958180d9a,3e7e6035-c9ee-46b1-854b-5123d97930cc,53c77199-1104-4a6e-beec-f5175c546c49,2025-12-26T16:03:00,2025-12-26T17:03:00,Friday,False,False,clear,30.33,completed
d392f11c-badd-4feb-8c81-ab6ee1376f18,8708d2ec-59c7-481d-893a-8503e787c1eb,1cf461ad-3ba5-4542-9f39-82b1e2f06e99,b0de9982-cba8-443f-aeb0-d390678e9397,2026-01-26T01:50:00,2026-01-26T03:50:00,Monday,False,True,clear,47.98,completed
0511ec43-4055-484f-8f10-9d5e3cda4110,88d8a3d6-22f2-4026-b650-c5dbdf9aba0f,821e8396-b3ba-48c8-8845-30de86d1629f,aed763d5-7c54-4ca7-8ac8-259d26fa6d2c,2026-01-10T08:52:00,2026-01-10T10:52:00,Saturday,True,False,clear,69.72,completed
3f0f3b15-5d08-4137-a8b2-d5bc32a27cfb,98096188-199a-43f7-a99d-056bc2dc1de4,869286cb-8749-4bf1-a468-59397f742b5c,ee459ce9-6a73-42b2-9e8b-a5e34b05ebf4,2025-12-03T17:23:00,2025-12-03T19:23:00,Wednesday,False,False,fog,21.43,completed
8d59e9e3-f83d-45e4-86ab-ff76550091cd,388689f2-d306-45bd-9a3e-51b60104e7b8,ee7bcd6e-3c45-46a8-9f03-7abf444fcc44,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2025-11-02T22:45:00,2025-11-03T00:15:00,Sunday,True,False,clear,34.46,completed
23da71b1-225a-412e-85b7-267dbf6c863e,877b1c47-4f80-462c-af6d-a5b004e58548,dc3eee73-e31f-43f9-bc9f-e490676a69bf,d7cfdefe-2859-458d-8bc5-ab840a62418e,2026-01-22T19:00:00,2026-01-22T20:30:00,Thursday,False,False,clear,47.75,completed
6e3006ff-cf96-4c10-bf06-797eec4f9c5c,2551fac8-9d67-46d9-953b-c6b38828df0a,b1b603d9-09c3-4bc0-8884-bb35cf00f243,08a20e54-8f66-49fb-89d7-59c930d42d9a,2026-01-21T20:05:00,2026-01-21T21:35:00,Wednesday,False,False,cloudy,24.82,completed
84e71089-3423-456d-a395-3383b957dfc8,01a21be9-8852-4995-a019-7e0ecc7ec4b4,ced894bb-ff7e-461a-bb83-065483b2d570,ad0d0b95-98d7-4e45-a170-6e6eb21249e4,2025-11-26T21:08:00,2025-11-26T22:08:00,Wednesday,False,False,cloudy,18.24,completed
d8cf0a09-37f0-4732-9306-1acc8447c167,5bbeb2c7-93f7-44b2-8667-a43baa8bcaa6,01bea5f3-58d0-488b-be76-bcfd78ca1458,695b7d7d-d6bc-45e4-9ccd-1ab692e481ae,2026-01-19T20:51:00,2026-01-19T21:51:00,Monday,False,False,cloudy,41.48,completed
3f53c53c-5212-4037-817e-e91f64938f21,b21aebda-2049-4c70-bc7c-bfd60bbcbdca,5462ab20-e30c-43ec-866e-e51862ec4586,aa8039b3-3308-4616-8ab0-12c28e7246e4,2026-01-14T20:44:00,2026-01-14T22:14:00,Wednesday,False,True,clear,26.73,completed
ad046fc5-8f5a-4eee-aa85-9c89aa96fd58,5b292114-7ba8-4602-ba9b-11c0dad1188f,2aed4298-e4ed-48c6-9fda-3662cb0f09af,d7cfdefe-2859-458d-8bc5-ab840a62418e,2025-10-11T18:44:00,2025-10-11T21:44:00,Saturday,True,False,clear,54.6,completed
aa82b540-5921-4c3d-b14e-38af56849c1d,b7eab9e9-b8e8-450e-ade5-b1b37cc6a6bf,59a8b85a-a9a0-4bde-9af0-d16c54958463,7107ee03-6709-40ba-adfa-380007cc77c0,2025-11-23T20:06:00,2025-11-23T23:06:00,Sunday,True,False,rain,25.41,completed
cac4c535-3640-439b-9efd-628bcf9a64b8,7e636024-08c4-455c-bc1d-4d2db8566ef0,cdfe5422-02eb-4d6f-b54c-f489abeb236f,53c77199-1104-4a6e-beec-f5175c546c49,2025-11-30T08:05:00,2025-11-30T10:05:00,Sunday,True,False,rain,41.2,completed
a5f6806b-e500-4fe7-8d58-7616031f00ee,01ade973-587d-4bff-92ba-bfb6e02c6cba,6b57ab83-5ad2-4d79-9109-294b557d8ca2,ee459ce9-6a73-42b2-9e8b-a5e34b05ebf4,2025-10-26T11:58:00,2025-10-26T13:58:00,Sunday,True,False,clear,25.43,completed
437e3a42-05a5-4622-ac16-675b6bf02ead,ed64dea8-a873-4832-8f78-421ade42cf06,9beba75c-aff9-4c26-a001-7bee3063435a,53c77199-1104-4a6e-beec-f5175c546c49,2025-12-15T09:23:00,2025-12-15T11:23:00,Monday,False,False,rain,39.11,completed
96548a78-da3e-486a-80b7-d2ec318f6efc,7cf848c9-5303-46fe-b11c-5be547765b07,54308d5a-1344-4443-a562-9a4ced9c54a9,bc464c1d-5590-438c-acc7-efab360d5bc8,2025-11-16T16:24:00,2025-11-16T20:24:00,Sunday,True,False,rain,42.91,completed
b21885db-a4ab-4cba-9fca-ae7bddbaa546,b3777ebf-a223-405b-bdfb-26c99551ddd6,18c4a9b7-9deb-45b8-9065-d07995cf1aeb,6f1380b7-12b7-40fd-8cde-756c8974b743,2025-10-09T11:11:00,2025-10-09T12:41:00,Thursday,False,False,cloudy,36.77,completed
f90dd874-601d-4279-9b26-4db6a182eb6c,65901945-cad2-4850-be6b-8ca1110509d2,ae82d75a-461b-4242-9c55-3f43c624e5cc,19c8358a-b82b-4ab4-b5a8-645fd399e303,2025-11-09T17:09:00,2025-11-09T18:09:00,Sunday,True,False,rain,32.23,completed
536b76d0-8ab1-4abe-b917-9b432e43648f,71909051-9811-483a-8e13-7b09afa7d29c,81676595-361c-41e0-9478-031711258851,6e3b42ab-8562-41a3-a0d4-c8c989d7baf3,2025-12-27T06:14:00,2025-12-27T09:14:00,Saturday,True,False,rain,37.07,completed
8a07257a-6ca1-4e7c-894c-8d5816fcd086,11c2bea0-839d-4a70-a4a1-86a186b24e55,d81dc19f-65c4-4062-b3d0-d6fcc51f4d60,08a20e54-8f66-49fb-89d7-59c930d42d9a,2025-11-11T08:16:00,2025-11-11T09:16:00,Tuesday,False,False,clear,24.43,completed
c8312f83-8667-468d-be90-6e5b5d515730,db47a8ff-d23c-402d-80e2-d7b9c16fc5d2,87d770b1-6aea-4fc9-943b-a4fd4695bd31,e53d7ad5-ca44-4488-bcaa-7dfbe0ac8a38,2025-10-07T08:28:00,2025-10-07T08:58:00,Tuesday,False,False,cloudy,58.32,completed
f8d16400-338a-4cab-b829-3365569e6520,bd0a161f-06f1-4c49-ae73-26214dbbb292,c67988a4-dec5-4af8-87f0-263baa296fec,d7cfdefe-2859-458d-8bc5-ab840a62418e,2025-10-11T17:57:00,2025-10-11T19:27:00,Saturday,True,False,fog,44.39,completed
07cce170-e980-4a00-bf97-50c9caf11b2d,26d5621e-bc18-4ce2-a258-8e3bc89f4429,07921435-b82e-42a2-8e0b-da81113d2226,53c77199-1104-4a6e-beec-f5175c546c49,2025-10-29T09:15:00,2025-10-29T12:15:00,Wednesday,False,False,clear,37.16,completed
25d1d142-f623-4f20-a795-9848680e72eb,b21aebda-2049-4c70-bc7c-bfd60bbcbdca,135dee0b-3dac-4bee-80d7-73fc8a26d589,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2026-01-01T22:54:00,2026-01-02T04:54:00,Thursday,False,False,clear,31.28,completed
0951fe21-c586-44f6-8fee-de841c4d059c,60a46a59-decb-4c15-9dd2-5354eea94200,afbfee5e-92ac-44ca-842b-f87fc8b0c6c5,f063fb91-dfae-415c-8fe1-caff87514d40,2025-12-10T07:04:00,2025-12-10T08:04:00,Wednesday,False,False,fog,25.98,completed
e896484f-6035-48ac-b087-c5526c76121e,0b33ab4b-8a37-450d-884e-3411a79abd62,831c22e3-aa15-42ac-9c73-133457671d33,8253dd7a-18fb-473d-840b-1e186ba0c5e5,2025-11-21T19:05:00,2025-11-21T21:05:00,Friday,False,False,rain,52.79,completed
90156b60-22ec-4a4d-9671-2a5b0626054b,1647cad1-ee93-47b6-89cc-5a17e653b068,f853a259-a94a-4164-b17e-d3d6518d86d2,d7cfdefe-2859-458d-8bc5-ab840a62418e,2025-12-02T08:09:00,2025-12-02T09:09:00,Tuesday,False,False,rain,54.05,completed
cb9ee1be-f6e9-4a08-a52c-498c8ad02e1b,e6ebd0ba-e312-4b8a-bf7d-3dfdee5c3d3c,4cbc1016-6a18-461e-826f-407f00ff95c4,efc921b7-dee5-4ba3-8d14-01472a8afbe7,2025-11-14T18:35:00,2025-11-14T19:35:00,Friday,False,False,clear,35.44,completed
bd688057-fc84-448b-9b31-9e425b1a419a,c0c93188-f9ba-4393-a84c-471c5cb4c67d,11cc3667-f430-4050-a9c5-d04681261c9e,66e019e7-5c23-4c7a-8358-1da734b434fe,2026-01-09T18:24:00,2026-01-09T21:24:00,Friday,False,False,haze,54.43,completed
f9c4e1ea-6a7c-41d7-8e4b-4078ca2e7b94,29da365f-ae2c-46b7-aa48-22b86fee3628,5c07f57a-269c-4dbb-ad79-301582e64fb9,19c8358a-b82b-4ab4-b5a8-645fd399e303,2025-12-12T07:56:00,2025-12-12T11:56:00,Friday,False,False,rain,26.04,completed
982b3310-8fde-4aa1-b3d7-c13a6d4620ee,65901945-cad2-4850-be6b-8ca1110509d2,10a25690-0ee3-43b3-9ac4-0cfecf7f7e99,6f1380b7-12b7-40fd-8cde-756c8974b743,2025-11-16T19:15:00,2025-11-16T20:15:00,Sunday,True,False,fog,51.1,completed
27958f60-a5cb-478c-9b4c-253a6131a2cc,2d553dc2-8f10-41cb-b80f-ab23383e3731,8bcc95a7-aa93-4954-b557-d1119a06b975,66e019e7-5c23-4c7a-8358-1da734b434fe,2025-10-08T08:26:00,2025-10-08T10:26:00,Wednesday,False,False,rain,62.88,completed
8b40141b-1ad1-45f7-a32b-fe71f3684d0e,2bf8e1cc-2326-416d-806a-7a2456096171,4e05ac60-1b6c-47a2-a50d-f809245c30bb,ad0d0b95-98d7-4e45-a170-6e6eb21249e4,2025-12-08T10:52:00,2025-12-08T12:22:00,Monday,False,False,fog,18.33,completed
191bbf29-abbe-413a-9f25-632ce4290af5,c93534d5-7e36-4c89-bd78-a77559e5e18b,41da7fb8-5255-4a4e-8f14-5accfc990f72,6e3b42ab-8562-41a3-a0d4-c8c989d7baf3,2025-11-09T07:14:00,2025-11-09T11:14:00,Sunday,True,False,clear,34.13,completed
68b41b81-e7a8-4c37-a49c-4e19faab4e6d,1453ff1c-0ed9-4fd1-a785-1c1d28d78a55,8e2316d7-ac6a-4b6f-a71e-008310672793,f063fb91-dfae-415c-8fe1-caff87514d40,2025-10-01T14:46:00,2025-10-01T16:16:00,Wednesday,False,False,fog,25.92,completed
8aa44bf4-1c85-4f59-9180-82d9ccf02f09,0f356d86-c7ff-4da7-a7c5-87fc9f747a13,e529b462-9328-4ab1-9503-82761fcc8be6,eeb4d423-17f5-4d6c-a6e7-ad79313471a9,2025-11-17T12:32:00,2025-11-17T13:32:00,Monday,False,False,cloudy,48.34,completed
97d23504-6bbb-4052-8bbc-22ee0406f7ea,2927e51f-d212-4584-b4e3-640a2479826b,c7a15c8a-a039-4dbc-93b7-087e2cc8a4ef,19c8358a-b82b-4ab4-b5a8-645fd399e303,2025-10-22T13:57:00,2025-10-22T19:57:00,Wednesday,False,False,clear,23.83,completed
a28e7382-5bb1-4600-95b0-415e7aa941c6,bff2838c-18f1-4e11-94fb-08fe6535081d,2e3f12a0-4435-40a9-bd84-764efa68475e,08a20e54-8f66-49fb-89d7-59c930d42d9a,2025-11-14T08:33:00,2025-11-14T09:33:00,Friday,False,False,clear,23.23,completed
