id,lot_id,slot_number,vehicle_type,status
S371,P107,C10,bike,occupied
S372,P107,C11,bike,occupied
S373,P107,C13,bike,available
S374,P107,C14,bike,occupied
S375,P107,C15,bike,available
S376,P108,A01,bike,reserved
S377,P108,A02,car,occupied
S378,P108,A03,ev,available
S379,P108,A04,car,available
S380,P108,A05,ev,available
S381,P108,A06,ev,reserved
S382,P108,A07,ev,occupied
S383,P108,A08,bike,reserved
S384,P108,A09,car,available
S385,P108,A10,bike,available
S386,P108,A12,car,available
S387,P108,A14,car,available
S388,P108,A15,ev,available
S389,P108,A17,bike,reserved
S390,P108,A18,bike,occupied
S391,P108,A20,bike,occupied
S392,P108,B01,ev,occupied
S393,P108,B03,ev,available
S394,P108,B04,ev,available
S395,P108,B05,ev,available
S396,P108,B06,car,occupied
S397,P108,B08,bike,available
S398,P108,B09,ev,occupied
S399,P108,B10,bike,available
S400,P108,B11,car,available
S401,P108,B12,car,reserved
S402,P108,B13,car,available
S403,P108,B15,ev,reserved
S404,P108,B16,bike,available
S405,P108,B17,car,reserved
S406,P108,B18,bike,reserved
S407,P108,B19,car,available
S408,P108,B20,bike,available
S409,P108,C02,car,available
S410,P108,C03,car,available
S411,P108,C04,bike,available
S412,P108,C05,ev,occupied
S413,P108,C06,car,available
S414,P108,C07,car,available
S415,P108,C08,ev,available
S416,P108,C11,car,available
S417,P109,A01,car,available
S418,P109,A02,car,available
S419,P109,A03,bike,available
S420,P109,A04,bike,reserved
S421,P109,A05,bike,available
S422,P109,A06,car,available
S423,P109,A09,car,available
S424,P109,A11,car,available
S425,P109,A12,bike,occupied
S426,P109,A13,bike,available
S427,P109,A14,bike,available
S428,P109,A15,bike,available
S429,P109,A17,ev,reserved
S430,P109,A18,ev,available
S431,P109,A19,ev,reserved
S432,P109,A20,ev,available
S433,P109,B01,ev,available
S434,P109,B02,bike,reserved
S435,P109,B03,car,available
S436,P109,B05,bike,occupied
S437,P109,B07,car,available
S438,P109,B08,ev,available
S439,P109,B09,ev,occupied
S440,P109,B10,ev,reserved
S441,P109,B12,ev,occupied
S442,P109,B13,bike,available
S443,P109,B14,car,reserved
S444,P109,B15,car,occupied
S445,P109,B16,ev,occupied
S446,P109,B17,bike,available
S447,P110,A02,ev,available
S448,P110,A03,ev,occupied
S449,P110,A04,ev,available
S450,P110,A06,ev,available
S451,P110,A07,ev,reserved
S452,P110,A09,ev,reserved
S453,P110,A10,ev,occupied
S454,P110,A11,ev,available
S455,P110,A12,ev,reserved
S456,P110,A13,ev,available
S457,P110,A14,ev,occupied
S458,P110,A15,ev,available
S459,P110,A16,ev,available
S460,P110,A17,ev,available
S461,P111,A01,car,occupied
S462,P111,A02,car,reserved
S463,P111,A03,car,available
S464,P111,A06,car,occupied
S465,P111,A07,car,occupied
S466,P111,A08,car,reserved
S467,P111,A09,car,available
S468,P111,A10,car,occupied
S469,P111,A11,car,reserved
S470,P111,A12,car,available
S471,P111,A13,car,reserved
S472,P111,A14,car,available
S473,P111,A15,car,available
S474,P111,A16,car,available
S475,P111,A18,car,available
S476,P111,A20,car,available
S477,P111,B01,car,available
S478,P111,B02,car,available
S479,P111,B04,car,available
S480,P111,B05,car,occupied
S481,P111,B06,car,occupied
S482,P111,B07,car,available
S483,P111,B09,car,reserved
S484,P111,B10,car,available
S485,P111,B11,car,reserved
S486,P111,B13,car,available
S487,P111,B15,car,available
S488,P111,B16,car,occupied
S489,P111,B17,car,available
S490,P111,B18,car,available
S491,P111,B19,car,available
S492,P111,B20,car,available
S493,P111,C02,car,available
S494,P111,C03,car,reserved
S495,P112,A01,ev,available
S496,P112,A03,ev,available
S497,P112,A04,ev,available
S498,P112,A05,ev,available
S499,P112,A06,ev,available
S500,P112,A07,ev,available
S501,P112,A08,ev,occupied
S502,P112,A09,ev,available
S503,P112,A11,ev,available
S504,P112,A12,ev,reserved
S505,P112,A13,ev,reserved
S506,P112,A14,ev,available
S507,P112,A17,ev,available
S508,P112,A18,ev,available
S509,P112,A20,ev,available
S510,P112,B01,ev,occupied
S511,P112,B02,ev,available
S512,P112,B03,ev,occupied
S513,P112,B04,ev,available
S514,P112,B05,ev,occupied
S515,P112,B06,ev,available
S516,P112,B07,ev,occupied
S517,P112,B08,ev,reserved
S518,P112,B09,ev,reserved
S519,P112,B10,ev,available
S520,P112,B12,ev,reserved
S521,P112,B13,ev,occupied
S522,P112,B14,ev,available
S523,P112,B16,ev,reserved
S524,P112,B18,ev,occupied
S525,P112,B19,ev,available
S526,P112,B20,ev,available
S527,P112,C01,ev,reserved
S528,P113,A01,ev,available
S529,P113,A02,ev,available
S530,P113,A04,car,available
S531,P113,A05,ev,reserved
S532,P113,A06,car,occupied
S533,P113,A07,car,reserved
S534,P113,A08,car,reserved
S535,P113,A10,car,available
S536,P113,A11,ev,available
S537,P113,A12,car,available
S538,P113,A13,bike,available
S539,P113,A15,ev,available
S540,P113,A17,ev,occupied
S541,P113,A18,ev,available
S542,P113,A19,car,available
S543,P113,A20,ev,available
S544,P113,B01,car,occupied
S545,P114,A01,bike,available
S546,P114,A02,ev,available
S547,P114,A03,ev,available
S548,P114,A04,ev,available
S549,P114,A05,ev,available
S550,P114,A06,bike,available
S551,P114,A07,bike,reserved
S552,P114,A08,car,available
S553,P114,A10,ev,reserved
S554,P114,A11,bike,available
S555,P114,A12,car,reserved
S556,P114,A13,bike,occupied
S557,P114,A14,bike,occupied
S558,P114,A15,car,available
S559,P114,A16,ev,reserved
S560,P114,A17,ev,available
S561,P114,A18,bike,available
S562,P114,A19,bike,occupied
S563,P114,A20,bike,available
S564,P114,B02,car,available
S565,P114,B03,bike,occupied
S566,P114,B05,ev,available
S567,P114,B06,car,available
S568,P114,B07,car,reserved
S569,P114,B08,ev,occupied
S570,P114,B09,car,occupied
S571,P114,B10,ev,available
S572,P114,B11,bike,available
S573,P114,B12,car,reserved
S574,P114,B14,car,available
S575,P114,B16,bike,occupied
S576,P114,B17,bike,available
S577,P114,B19,bike,available
S578,P114,B20,ev,occupied
S579,P114,C01,ev,available
S580,P114,C02,bike,available
S581,P114,C03,ev,available
S582,P114,C05,ev,available
S583,P114,C06,car,available
S584,P114,C07,ev,available
S585,P114,C08,ev,available
S586,P114,C09,bike,available
S587,P114,C10,ev,reserved
S588,P114,C12,car,reserved
S589,P114,C14,car,occupied
S590,P114,C15,car,reserved
S591,P114,C16,ev,occupied
S592,P114,C17,ev,reserved
S593,P114,C18,car,reserved
S594,P114,D01,ev,available
S595,P114,D05,car,available
S596,P114,D06,ev,reserved
S597,P114,D07,ev,available
S598,P114,D08,bike,occupied
S599,P114,D09,ev,available
S600,P114,D11,bike,available
S601,P114,D12,car,occupied
S602,P114,D13,car,available
S603,P115,A02,bike,occupied
S604,P115,A03,bike,available
S605,P115,A04,car,available
S606,P115,A05,car,reserved
S607,P115,A06,bike,available
S608,P115,A07,car,available
S609,P115,A08,ev,occupied
S610,P115,A09,bike,available
S611,P115,A10,car,available
S612,P115,A11,ev,available
S613,P115,A12,bike,available
S614,P115,A13,ev,available
S615,P115,A15,bike,available
S616,P115,A16,ev,reserved
S617,P115,A18,car,reserved
S618,P115,A19,car,occupied
S619,P115,A20,ev,occupied
S620,P115,B01,car,reserved
S621,P115,B03,car,available
S622,P115,B05,ev,available
S623,P116,A01,bike,reserved
S624,P116,A02,bike,occupied
S625,P116,A03,bike,available
S626,P116,A04,bike,available
S627,P116,A06,bike,reserved
S628,P116,A08,bike,occupied
S629,P116,A09,bike,reserved
S630,P116,A11,bike,available
S631,P116,A12,bike,available
S632,P116,A13,bike,occupied
S633,P116,A14,bike,occupied
S634,P116,A15,bike,available
S635,P116,A16,bike,available
S636,P116,A17,bike,occupied
S637,P116,A18,bike,occupied
S638,P116,B01,bike,available
S639,P116,B02,bike,available
S640,P116,B05,bike,available
S641,P116,B06,bike,available
S642,P116,B08,bike,available
S643,P116,B09,bike,available
S644,P116,B10,bike,available
S645,P116,B12,bike,available
S646,P116,B14,bike,available
S647,P116,B15,bike,available
S648,P116,B17,bike,available
S649,P116,B18,bike,reserved
S650,P116,B19,bike,available
S651,P116,B20,bike,available
S652,P116,C02,bike,reserved
S653,P116,C03,bike,available
S654,P116,C04,bike,available
S655,P116,C05,bike,available
S656,P116,C06,bike,reserved
S657,P116,C07,bike,available
S658,P116,C09,bike,reserved
S659,P116,C10,bike,available
S660,P116,C11,bike,reserved
S661,P116,C12,bike,occupied
S662,P116,C13,bike,reserved
S663,P116,C14,bike,occupied
S664,P116,C15,bike,available
S665,P116,C16,bike,available
S666,P116,C17,bike,reserved
S667,P116,C19,bike,available
S668,P116,C20,bike,occupied
S669,P116,D01,bike,reserved
S670,P116,D02,bike,available
S671,P116,D03,bike,available
S672,P116,D05,bike,available
S673,P116,D06,bike,available
S674,P116,D07,bike,occupied
S675,P116,D08,bike,available
S676,P116,D09,bike,available
S677,P116,D10,bike,occupied
S678,P116,D11,bike,reserved
S679,P116,D12,bike,available
S680,P116,D13,bike,available
S681,P116,D14,bike,available
S682,P116,D15,bike,occupied
S683,P116,D16,bike,available
S684,P116,D17,bike,available
S685,P117,A02,car,available
S686,P117,A03,bike,available
S687,P117,A04,car,available
S688,P117,A06,bike,available
S689,P117,A07,bike,available
S690,P117,A08,car,available
S691,P117,A09,bike,occupied
S692,P117,A10,car,available
S693,P117,A11,ev,reserved
S694,P117,A12,car,occupied
S695,P117,A13,ev,reserved
S696,P117,A14,car,available
S697,P117,A15,bike,reserved
S698,P117,A16,ev,occupied
S699,P117,A17,bike,available
S700,P117,A18,ev,reserved
S701,P117,A19,ev,available
S702,P117,A20,car,available
S703,P117,B01,car,occupied
S704,P117,B03,car,available
S705,P117,B04,bike,reserved
S706,P117,B05,car,available
S707,P117,B06,car,available
S708,P117,B07,ev,available
S709,P117,B10,ev,available
S710,P117,B11,ev,available
S711,P117,B13,bike,occupied
S712,P117,B14,car,available
S713,P117,B15,ev,reserved
S714,P117,B16,car,occupied
S715,P117,B17,bike,occupied
S716,P117,B18,car,available
S717,P117,B19,bike,available
S718,P117,C02,bike,available
S719,P117,C03,bike,reserved
S720,P117,C04,bike,occupied
S721,P117,C05,car,available
S722,P117,C06,car,reserved
S723,P118,A01,ev,available
S724,P118,A02,car,available
S725,P118,A04,bike,reserved
S726,P118,A05,bike,available
S727,P118,A06,car,available
S728,P118,A07,bike,available
S729,P118,A08,bike,reserved
S730,P118,A09,ev,available
S731,P118,A11,bike,available
S732,P118,A12,ev,reserved
S733,P118,A14,bike,available
S734,P118,A15,car,available
S735,P118,A16,car,available
S736,P118,A17,bike,occupied
S737,P118,A18,car,available
S738,P118,A19,ev,available
S739,P118,A20,bike,reserved
S740,P118,B01,car,occupied
S741,P118,B03,ev,reserved
S742,P118,B04,bike,occupied
S743,P118,B05,bike,available
S744,P118,B07,bike,available
S745,P118,B08,bike,occupied
S746,P118,B09,ev,occupied
S747,P118,B10,ev,available
S748,P120,A01,bike,available
S749,P120,A02,bike,reserved
S750,P120,A04,bike,occupied
S751,P120,A06,bike,reserved
S752,P120,A07,bike,available
S753,P120,A08,bike,available
S754,P120,A09,bike,occupied
S755,P120,A10,bike,available
S756,P120,A11,bike,available
S757,P120,A12,bike,occupied
S758,P120,A13,bike,available
S759,P120,A15,bike,available
S760,P120,A16,bike,available
S761,P120,A18,bike,occupied
S762,P120,A19,bike,available
S763,P120,A20,bike,available
S764,P120,B01,bike,occupied
S765,P120,B03,bike,available
S766,P120,B04,bike,available
S767,P120,B05,bike,available
S768,P120,B06,bike,available
S769,P120,B07,bike,reserved
S770,P120,B08,bike,available
S771,P120,B09,bike,available
S772,P120,B10,bike,reserved
S773,P120,B11,bike,available
S774,P120,B12,bike,available
S775,P120,B13,bike,available
S776,P120,B14,bike,available
S777,P120,B15,bike,occupied
S778,P120,B16,bike,reserved
S779,P120,B19,bike,available
S780,P120,C01,bike,available
S781,P120,C02,bike,occupied
S782,P120,C03,bike,available
S783,P120,C04,bike,available
S784,P120,C05,bike,occupied
S785,P120,C06,bike,reserved
S786,P120,C07,bike,available
S787,P120,C08,bike,reserved
S788,P120,C09,bike,occupied
S789,P120,C10,bike,available
S790,P120,C13,bike,available
S791,P120,C14,bike,available
S792,P120,C17,bike,occupied
S793,P120,C18,bike,available
S794,P120,C19,bike,reserved
S795,P120,D01,bike,occupied
S796,P120,D02,bike,available
S797,P120,D03,bike,reserved
S798,P120,D04,bike,reserved
S799,P120,D05,bike,reserved
S800,P120,D06,bike,available
S801,P120,D07,bike,available
S802,P121,A01,car,reserved
S803,P121,A02,car,reserved
S804,P121,A03,car,available
S805,P121,A04,car,available
S806,P121,A05,car,available
S807,P121,A06,car,available
S808,P121,A07,car,occupied
S809,P121,A09,car,available
S810,P121,A10,car,available
S811,P121,A11,car,available
S812,P121,A13,car,available
S813,P121,A15,car,available
S814,P121,A16,car,occupied
S815,P121,A18,car,occupied
S816,P121,A19,car,occupied
S817,P121,A20,car,reserved
S818,P121,B02,car,available
S819,P121,B04,car,occupied
S820,P121,B05,car,reserved
S821,P121,B06,car,occupied
S822,P121,B07,car,reserved
S823,P121,B08,car,reserved
S824,P121,B11,car,available
S825,P121,B12,car,occupied
S826,P121,B13,car,reserved
S827,P121,B14,car,available
S828,P121,B15,car,available
S829,P121,B16,car,available
S830,P121,B17,car,available
S831,P121,B18,car,reserved
S832,P121,B19,car,available
S833,P121,B20,car,available
S834,P121,C01,car,available
S835,P121,C02,car,occupied
S836,P121,C03,car,available
S837,P121,C04,car,available
S838,P121,C06,car,available
S839,P121,C07,car,available
S840,P122,A01,bike,available
S841,P122,A02,bike,available
S842,P122,A03,bike,occupied
S843,P122,A04,bike,available
S844,P122,A05,bike,available
S845,P122,A06,bike,occupied
S846,P122,A07,bike,available
S847,P122,A09,bike,reserved
S848,P122,A13,bike,reserved
S849,P122,A14,bike,available
S850,P122,A15,bike,available
S851,P122,A16,bike,available
S852,P122,A17,bike,occupied
S853,P122,A18,bike,available
S854,P122,A19,bike,reserved
S855,P122,A20,bike,available
S856,P122,B01,bike,available
S857,P123,A01,bike,available
S858,P123,A02,ev,occupied
S859,P123,A03,car,available
S860,P123,A04,bike,occupied
S861,P123,A05,car,occupied
S862,P123,A07,bike,reserved
S863,P123,A08,car,available
S864,P123,A09,ev,available
S865,P123,A10,ev,reserved
S866,P123,A11,ev,available
S867,P123,A12,ev,reserved
S868,P123,A14,ev,available
S869,P123,A15,ev,available
S870,P123,A16,car,reserved
S871,P123,A19,car,available
S872,P123,B01,bike,available
S873,P123,B02,ev,available
S874,P123,B03,bike,available
S875,P123,B04,ev,occupied
S876,P123,B05,car,available
S877,P123,B06,ev,available
S878,P125,A01,bike,reserved
S879,P125,A02,ev,available
S880,P125,A03,bike,occupied
S881,P125,A05,bike,available
S882,P125,A06,bike,available
S883,P125,A07,bike,occupied
S884,P125,A08,ev,reserved
S885,P125,A09,bike,available
S886,P125,A10,ev,available
S887,P125,A15,bike,available
S888,P125,A16,ev,available
S889,P125,A17,ev,occupied
S890,P125,A18,car,available
S891,P125,A19,ev,available
S892,P125,A20,ev,available
S893,P125,B01,bike,occupied
S894,P125,B02,bike,available
S895,P125,B05,bike,available
S896,P125,B06,bike,reserved
S897,P125,B07,car,available
S898,P125,B08,bike,reserved
S899,P125,B09,ev,reserved
S900,P125,B10,ev,available
S901,P125,B11,ev,available
S902,P125,B12,bike,available
S903,P125,B13,bike,available
S904,P125,B14,bike,available
S905,P125,B15,bike,reserved
S906,P125,B16,ev,available
S907,P125,B17,car,occupied
S908,P125,B18,ev,occupied
S909,P125,B19,bike,reserved
S910,P125,C01,car,available
S911,P125,C02,ev,available
S912,P125,C04,bike,occupied
S913,P126,A01,ev,available
S914,P126,A02,ev,available
S915,P126,A03,ev,occupied
S916,P126,A04,ev,available
S917,P126,A05,bike,occupied
S918,P126,A06,car,available
S919,P126,A07,car,available
S920,P126,A08,ev,available
S921,P126,A09,bike,reserved
S922,P126,A11,car,available
S923,P126,A12,car,occupied
S924,P126,A13,car,available
S925,P126,A14,car,reserved
S926,P126,A15,car,reserved
S927,P126,A16,bike,available
S928,P126,A17,ev,available
S929,P126,A18,car,available
S930,P126,A19,bike,available
S931,P126,B01,ev,available
S932,P126,B02,ev,available
S933,P126,B05,ev,reserved
S934,P126,B06,bike,available
S935,P126,B07,bike,available
S936,P126,B08,bike,reserved
S937,P126,B09,car,available
S938,P126,B10,car,available
S939,P126,B11,ev,reserved
S940,P126,B12,ev,available
S941,P126,B14,car,reserved
S942,P126,B16,car,occupied
S943,P126,B17,car,occupied
S944,P126,B20,bike,occupied
S945,P126,C01,car,occupied
S946,P126,C02,ev,available
S947,P128,A01,ev,reserved
S948,P128,A02,ev,available
S949,P128,A05,ev,available
S950,P128,A06,ev,reserved
S951,P128,A08,ev,available
S952,P128,A09,ev,occupied
S953,P128,A10,ev,available
S954,P128,A11,ev,available
S955,P128,A12,ev,available
S956,P128,A13,ev,available
S957,P128,A15,ev,available
S958,P128,A16,ev,occupied
S959,P128,A18,ev,available
S960,P128,A19,ev,reserved
S961,P128,B01,ev,available
S962,P128,B02,ev,available
S963,P128,B03,ev,available
S964,P128,B04,ev,available
S965,P128,B05,ev,occupied
S966,P128,B06,ev,occupied
S967,P128,B07,ev,reserved
S968,P128,B09,ev,available
S969,P128,B10,ev,available
S970,P128,B11,ev,available
S971,P128,B12,ev,available
S972,P128,B13,ev,available
S973,P128,B14,ev,occupied
S974,P128,B15,ev,reserved
S975,P128,B16,ev,available
S976,P128,B18,ev,reserved
S977,P128,B19,ev,available
S978,P128,B20,ev,reserved
S979,P128,C01,ev,available
S980,P128,C02,ev,available
S981,P128,C04,ev,reserved
S982,P128,C06,ev,available
S983,P128,C07,ev,occupied
S984,P128,C08,ev,occupied
S985,P128,C09,ev,occupied
S986,P128,C10,ev,available
S987,P128,C11,ev,available
S988,P128,C12,ev,occupied
S989,P128,C13,ev,reserved
S990,P128,C14,ev,available
S991,P128,C15,ev,available
S992,P128,C16,ev,reserved
S993,P128,C17,ev,available
S994,P128,C18,ev,occupied
S995,P128,C19,ev,available
S996,P128,C20,ev,available
S997,P128,D01,ev,occupied
S998,P128,D02,ev,available
S999,P128,D03,ev,reserved
S1000,P128,D04,ev,available
S1001,P130,A01,car,available
S1002,P130,A02,car,available
S1003,P130,A03,car,available
S1004,P130,A04,car,available
S1005,P130,A05,car,reserved
S1006,P130,A06,car,occupied
S1007,P130,A07,car,occupied
S1008,P130,A08,car,available
S1009,P130,A10,car,available
S1010,P130,A11,car,available
S1011,P130,A12,car,available
S1012,P130,A13,car,occupied
S1013,P130,A14,car,occupied
S1014,P130,A15,car,available
S1015,P130,A16,car,occupied
S1016,P130,A17,car,available
S1017,P130,A19,car,available
S1018,P130,B02,car,available
S1019,P130,B04,car,available
S1020,P130,B05,car,reserved
S1021,P130,B07,car,available
S1022,P130,B08,car,available
S1023,P130,B09,car,reserved
S1024,P130,B10,car,reserved
S1025,P130,B12,car,reserved
S1026,P130,B13,car,available
S1027,P130,B14,car,available
S1028,P132,A01,ev,reserved
S1029,P132,A03,ev,available
S1030,P132,A04,ev,reserved
S1031,P132,A05,ev,available
S1032,P132,A06,ev,occupied
S1033,P132,A07,ev,reserved
S1034,P132,A09,ev,available
S1035,P132,A10,ev,available
S1036,P132,A11,ev,available
S1037,P132,A12,ev,available
S1038,P132,A13,ev,occupied
S1039,P132,A14,ev,available
S1040,P132,A15,ev,available
S1041,P132,A16,ev,available
S1042,P132,A17,ev,reserved
S1043,P132,A18,ev,available
S1044,P132,A19,ev,available
S1045,P132,B01,ev,available
S1046,P132,B02,ev,reserved
S1047,P132,B03,ev,available
S1048,P132,B04,ev,available
S1049,P132,B05,ev,available
S1050,P132,B07,ev,available
S1051,P132,B08,ev,reserved
S1052,P132,B10,ev,available
S1053,P132,B11,ev,reserved
S1054,P132,B12,ev,available
S1055,P132,B14,ev,occupied
S1056,P132,B16,ev,available
S1057,P132,B17,ev,available
